object_id,ein,OfAssstncTxt,RgnTxt,RcpntCnt,MnnrOfCshDsbrsmntTxt,NnCshAssstncAmt,DscrptnOfNnCshAsstTxt,VltnMthdUsdDsc
201523179349300947,042104258,Scholarships and grants,Europe (including Iceland and Greenland),2,48232,credit to student bill,0
201523179349300947,042104258,Scholarships and grants,Central America and the Caribbean,8,161020,credit to student bill,0
201523179349300947,042104258,Scholarships and grants,South Asia,9,230430,credit to student bill,0
201523179349300947,042104258,Scholarships and grants,Middle East and North Africa,2,24000,credit to student bill,0
201523179349300947,042104258,Scholarships and grants,Sub-Saharan Africa,13,301273,credit to student bill,0
201523179349300947,042104258,Scholarships and grants,East Asia and the Pacific,72,1510667,credit to student bill,0
201523179349300947,042104258,Scholarships and grants,"North America (including Canada and Mexico, but not the United States)",4,64000,credit to student bill,0
201523179349300947,042104258,Scholarships and grants,South America,8,188000,credit to student bill,0
201503159349300445,251065148,SCHOLARSHIPS,CENTRAL AMERICA,5,1375,CREDIT ON ACCOUNT,0,N/A,BOOK VALUE
201503159349300445,251065148,SCHOLARSHIPS,EUROPE,44,88775,CREDIT ON ACCOUNT,0,N/A,BOOK VALUE
201503159349300445,251065148,SCHOLARSHIPS,SOUTH AMERICA,3,9100,CREDIT ON ACCOUNT,0,N/A,BOOK VALUE
201503159349300445,251065148,SCHOLARSHIPS,SUB-SAHARAN AFRICA,1,3700,CREDIT ON ACCOUNT,0,N/A,BOOK VALUE
201503149349302350,486106237,GRADUATE STUDENT STIPENDS & DOCTORAL SCHOLARSHIP ASSISTANCE,EAST ASIA AND THE PACIFIC,5,35000,CASH PAYMENT TO KANSAS STATE UNIVERSITY
201503149349302350,486106237,GRADUATE STUDENT STIPEND,SOUTH ASIA,2,7500,CASH PAYMENT TO KANSAS STATE UNIVERSITY
201503149349302350,486106237,GRADUATE STUDENT STIPEND,RUSSIA AND NEIGHBORING STATES,1,2500,CASH PAYMENT TO KANSAS STATE UNIVERSITY
201543209349305519,610444671,SCHOLARSHIPS,East Asia and the Pacific,14,121200,CREDIT,0
201543209349305519,610444671,SCHOLARSHIPS,North America (Canada & Mexico only),40,342920,CREDIT,0
201543209349305519,610444671,SCHOLARSHIPS,Europe (Including Iceland and Greenland),96,945478,CREDIT,0
201533439349300103,590624459,SCHOLARSHIPS,Europe (Including Iceland and Greenland),9,36800,CREDIT,0,N/A,N/A
201533439349300103,590624459,SCHOLARSHIPS,Central America and the Caribbean,1,1500,CREDIT,0,N/A,N/A
201513489349300201,560767736,OTHER SCHOLARSHIPS,VARIOUS,19,293767,FMV
201533559349300803,566049935,CASH GRANT,AUSTRALIA/NEW ZEALAND,3,6700,TRAVEL COMMITTEE APPROVAL,NEED AND ACADEMIC BASED QUALIFICATION
201533559349300803,566049935,CASH GRANT,COSTA RICA,3,2500,TRAVEL COMMITTEE APPROVAL,NEED AND ACADEMIC BASED QUALIFICATION
201533559349300803,566049935,CASH GRANT,EUROPE (INCLUDING ICELAND & GREENLAND) -,7,16533,TRAVEL COMMITTEE APPROVAL,NEED AND ACADEMIC BASED QUALIFICATION
201533559349300803,566049935,CASH GRANT,"EAST ASIA AND THE PACIFIC - BRUNEI, BURMA, CAMBODIA,",3,6078,TRAVEL COMMITTEE APPROVAL,NEED AND ACADEMIC BASED QUALIFICATION
201533559349300803,566049935,CASH GRANT,CANADA,1,2000,TRAVEL COMMITTEE APPROVAL,NEED AND ACADEMIC BASED QUALIFICATION
201513439349300141,980042539,"We are a Canadian organization, all of our grants and assistance to individuals are paid in Canada, which is outside the US. The amounts include general scholarships and awards, Masters awards, PhD awards, Post Doctoral awards, and other trust scholarships and bursaries.","North America (including Canada and Mexico, but not the United States)",10078,22676564,"Cheques, direct deposit, or application to student accounts",0
201513579349300041,420772559,Scholarships,Central America and the Caribbean,4,73300,Credit to account
201513579349300041,420772559,Scholarships,East Asia and the Pacific,39,631000,Credit to account
201513579349300041,420772559,Scholarships,Europe (including Iceland and Greenland),5,43613,Credit to account
201513579349300041,420772559,Scholarships,"North America (including Canada and Mexico, but not the United States)",73,965219,Credit to account
201513579349300041,420772559,Scholarships,South America,6,99300,Credit to account
201513579349300041,420772559,Scholarships,South Asia,2,25500,Credit to account
201513579349300041,420772559,Scholarships,Sub-Saharan Africa,11,219900,Credit to account
201523099349301917,350886846,Institutional aid,"North America (including Canada and Mexico, but not the United States)",11,142430,Applied directly to the student account at the University of Saint Francis,Cost
201523179349309337,136171197,HONORARIUM ISRAEL,Middle East and North Africa,1,750,CHECK
201523179349309337,136171197,HONORARIUM AUSTRALIA,East Asia and the Pacific,1,1500,CHECK
201523179349309337,136171197,HONORARIUMS EUROPE,Europe (Including Iceland and Greenland),8,18000,CHECK
201523179349309337,136171197,HONORARIUMS NA,North America,2,1000,CHECK
201523179349309337,136171197,STIPENDS EUROPE,Europe (Including Iceland and Greenland),19,15550,CHECK
201523179349309337,136171197,STIPEND SA,South America,1,17000,CHECK
201503499349300305,237069575,Scholarships & Bursaries,"North America (including Canada and Mexico, but not the United States)",35421660,cheque,0
201503199349300645,912132082,TEACHING COMPENSATION,CARRIBBEAN,1,16423,CHECK
201503199349300645,912132082,TEACHING COMPENSATION,CARRIBBEAN,1,6250,CHECK
201503199349300645,912132082,TEACHING COMPENSATION,CARRIBBEAN,1,3425,CHECK
201503199349300645,912132082,TEACHING COMPENSATION,SOUTH AMERICA,5,20552,CHECK
201503199349300645,912132082,TEACHING COMPENSATION,AFRICA,1,16460,CHECK
201640149349301354,620518288,CONSULTANT AND TRANSLATION SERVICES,1,12000,BY USA CHECK
201503179349308510,480543766,SCHOLARSHIPS,Europe (Including Iceland and Greenland),14,105478,CHECK
201512789349300856,980149857,Stipends,Central America and the Caribbean,126,330929
201620339349301002,042111203,Research grants,East Asia and the Pacific,1,24326,EFT,0
201620339349301002,042111203,Scholarship,East Asia and the Pacific,5,17747,check,0
201620339349301002,042111203,Scholarship,Europe (including Iceland and Greenland),11,24157,check,0
201610429349300326,237075717,FINANCIAL AID,SWITZERLAND,180,2165769,CREDIT TO ACCOUNT,N/A,N/A
201610429349300326,237075717,MERIT AWARDS,SWITZERLAND,253,2984202,CREDIT TO ACCOUNT,N/A,N/A
201610429349300326,237075717,FLY FREE AWARDS,SWITZERLAND,89,35768,CREDIT TO ACCOUNT,N/A,N/A
201610429349300326,237075717,CCIS,SWITZERLAND,15,78116,CREDIT TO ACCOUNT,N/A,N/A
201610429349300326,237075717,INSTITUTIONAL AGREEMENTS,SWITZERLAND,4,136414,CREDIT TO ACCOUNT,N/A,N/A
201610429349300326,237075717,LIFE LONG LEARNING SCHOLARSHIPS,SWITZERLAND,137,173671,CREDIT TO ACCOUNT,N/A,N/A
201600399349300540,521859814,SCHOLARSHIP ASSISTANCE,EAST ASIA AND THE PACIFIC,2,ACCOUNT CREDIT,10000
201600399349300540,521859814,SCHOLARSHIP ASSISTANCE,RUSSIA AND NEIGHBORING STATES,1,ACCOUNT CREDIT,12000
201610409349300241,222212290,FELLOWSHIP,NETHERLANDS,1,87000,CHECK,FMV
201610409349300241,222212290,FELLOWSHIP,CHINA,1,50000,CHECK,FMV
201630339349301188,860294012,Scholarships and Grants,North America,3,16750,Scholarship
201610429349300136,980072997,Scholarships to Italian students,Europe (including Iceland and Greenland),285,2425256,credit student account,0,book
201610429349300136,980072997,Scholarships to US students,Europe (including Iceland and Greenland),170,966009,credit student account,0,book
201610429349300136,980072997,Scholarships to students of other countries,Europe (including Iceland and Greenland),177,975962,credit student account,0,book
201630269349300208,930401259,"Scholarships for tuition, fees, and room & board",Europe (including Iceland and Greenland),68,1319585,Credit to student account,0
201630269349300208,930401259,"Scholarships for tuition, fees, and room & board",East Asia and the Pacific,18,358761,Credit to student account,0
201630259349300788,390806196,INSTITUTIONAL AID,EAST ASIA AND PACIFIC -,11,144631,CREDIT APPLIED TO STUDENT ACCOUNT
201630259349300788,390806196,INSTITUTIONAL AID,EUROPE (INCLUDING ICELAND & GREENLAND) -,31,397975,CREDIT APPLIED TO STUDENT ACCOUNT
201630259349300788,390806196,INSTITUTIONAL AID,"NORTH AMERICA - CANADA AND MEXICO, BUT",43,633079,CREDIT APPLIED TO STUDENT ACCOUNT
201630259349300788,390806196,INSTITUTIONAL AID,"SOUTH AMERICA - ARGENTINA, BOLIVIA,",10,144600,CREDIT APPLIED TO STUDENT ACCOUNT
201630259349300788,390806196,INSTITUTIONAL AID,"SUB-SAHARAN AFRICA - ANGOLA,",16,135776,CREDIT APPLIED TO STUDENT ACCOUNT
201630259349300788,390806196,INSTITUTIONAL AID,MIDDLE EAST AND NORTH AFRICA -,12,179180,CREDIT APPLIED TO STUDENT ACCOUNT
201630259349300788,390806196,INSTITUTIONAL AID,CENTRAL AMERICA & CARIBBEAN,4,35035,CREDIT APPLIED TO STUDENT ACCOUNT
201610269349301001,390821861,SCHOLARSHIPS FOR GRADUATE STUDENTS,20,387047,GRANTS AND SCHOLARSHIPS
201610269349301001,390821861,SCHOLARSHIP,74929,GRANTS AND SCHOLARSHIPS,FMV
201600139349300810,410695509,SCHOLARSHIPS,EUROPE,3,68666,FINANCIAL AID AWARDS,0,N/A,N/A
201600139349300810,410695509,SCHOLARSHIPS,EAST ASIA AND THE PACIFIC,7,94427,FINANCIAL AID AWARDS,0,N/A,N/A
201600139349300810,410695509,SCHOLARSHIPS,MIDDLE EAST AND NORTH AFRICA,4,69510,FINANCIAL AID AWARDS,0,N/A,N/A
201600139349300810,410695509,SCHOLARSHIPS,SOUTH AMERICA,2,39240,FINANCIAL AID AWARDS,0,N/A,N/A
201600139349300810,410695509,SCHOLARSHIPS,SOUTH ASIA,3,41088,FINANCIAL AID AWARDS,0,N/A,N/A
201600139349300810,410695509,SCHOLARSHIPS,SUB-SAHARAN AFRICA,16,248581,FINANCIAL AID AWARDS,0,N/A,N/A
201600139349300810,410695509,SCHOLARSHIPS,RUSSIA & THE NEWLY INDEPENDENT STATES,1,9856,FINANCIAL AID AWARDS,0,N/A,N/A
201600139349300810,410695509,SCHOLARSHIPS,CENTRAL AMERICA & CARIBBEAN,1,8064,FINANCIAL AID AWARDS,0,N/A,N/A
201533209349314323,650216638,INSTITUTIONAL SCHOLARSHIP,NICARAGUA,1,1110,STUDENT CREDIT,BOOK
201533209349314323,650216638,INSTITUTIONAL SCHOLARSHIP,NICARAGUA,402,STUDENT CREDIT,2627087,EXPENSES,BOOK
201533209349314323,650216638,INSTITUTIONAL SCHOLARSHIP,CHINA,18,STUDENT CREDIT,264049,EXPENSES,BOOK
201533209349314323,650216638,INSTITUTIONAL SCHOLARSHIP,MOLDOVA,12,STUDENT CREDIT,25220,EXPENSES,BOOK
201543179349303589,250965603,THE UNIVERSITY PROVIDED EDUCATION GRANTS FOR TUITION AND FEES FOR INTERNATIONAL STUDENTS,"IRELAND, KOREA",5,64220,STUDENT ACCOUNTS ARE CREDITED WITH SCHOLARSHIP,64220,N/A,N/A
201533179349306458,230973290,SCHOLARSHIPS,EUROPE,9,23352,CREDITED
201640269349300809,370661228,Scholarships,Europe (including Iceland and Greenland),18,168544,Applied to tuition,0,N/A
201640269349300809,370661228,Scholarships,East Asia and the Pacific,2,21621,Applied to tuition,0,N/A
201610369349300826,750827421,Student Aid,East Asia and the Pacific,169,435610,Tuition discount - onlinemobile courses,Fair market value
201610369349300826,750827421,Student Aid,Central America and the Caribbean,1,390,Tuition discount,Fair market value
201610369349300826,750827421,Student Aid for Study Tour,Middle East and North Africa,28,60000,Traveltuition discount,Fair market value
201630259349300718,440545280,SCHOLARSHIP,North America,4,20000
201630259349300718,440545280,SCHOLARSHIP,East Asia and the Pacific,1,2500
201610099349300306,391399196,Study Abroad Scholarship,East Asia and the Pacific,10,324607,Wire,0
201610099349300306,391399196,Study Abroad Scholarship,Europe (including Iceland and Greenland),12,250813,Wire,0
201610099349300306,391399196,Study Abroad Scholarship,South America,1,8118,Wire,0
201543459349300904,986001141,Scholarships,"North America (including Canada and Mexico, but not the United States)",26631,170219000,Cheque EFT,0
201600279349300230,231352664,financial aid in form of credit against tuition,Europe (including Iceland and Greenland),128,0,1377567,credit towards tuition,cost of tuition
201600279349300230,231352664,financial aid in form of credit against tuition,East Asia and the Pacific,17,0,234495,credit towards tuition,cost of tuition
201600279349300230,231352664,financial aid in form of credit against tuitionc,Central America and the Caribbean,6,0,113105,credit against tuition,cost of tuition
201600279349300230,231352664,financial aid in form of credit against tuition,Middle East and North Africa,8,0,150163,credit against tuition expenses,cost of tuition
201600279349300230,231352664,financial aid in form of credit against tuition,"North America (including Canada and Mexico, but not the United States)",1,0,17500,credit against tuition expenses,cost of tuition
201600279349300230,231352664,financial aid in form of credit against tuition,Russia and the newly independent States,1,0,5000,credit against tuition expenses,cost of tuition
201600279349300230,231352664,financial aid in the form of credit against tuition,South America,5,0,118500,credit against tuition expenses,cost of tuition
201600279349300230,231352664,financial aid in the form of credit against tuition,South Asia,8,0,198480,credit against tuition expenses,cost of tuition
201600279349300230,231352664,financial aid in the form of credit against tuition,Sub-Saharan Africa,4,0,80850,credit against tuition charges,cost of tuition
201641069349300819,160743150,SCHOLARSHIPS AND GRANTS PROVIDED AS FINANCIAL AID TO STUDENTS,EUROPE (INCLUDING ICELAND & GREENLAND),9,241125,APPLIED TO STUDENT ACCOUNTS
201641069349300819,160743150,SCHOLARSHIPS AND GRANTS PROVIDED AS FINANCIAL AID TO STUDENTS,CENTRAL AMERICA AND THE CARIBBEAN,5,130317,APPLIED TO STUDENT ACCOUNTS
201641069349300819,160743150,SCHOLARSHIPS AND GRANTS PROVIDED AS FINANCIAL AID TO STUDENTS,EAST ASIA AND THE PACIFIC,4,44713,APPLIED TO STUDENT ACCOUNTS
201641069349300819,160743150,SCHOLARSHIPS AND GRANTS PROVIDED AS FINANCIAL AID TO STUDENTS,NORTH AMERICA,15,340659,APPLIED TO STUDENT ACCOUNTS
201641069349300819,160743150,SCHOLARSHIPS AND GRANTS PROVIDED AS FINANCIAL AID TO STUDENTS,RUSSIA AND NEIGHBORING STATES,3,126260,APPLIED TO STUDENT ACCOUNTS
201641069349300819,160743150,SCHOLARSHIPS AND GRANTS PROVIDED AS FINANCIAL AID TO STUDENTS,"SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,",1,25000,APPLIED TO STUDENT ACCOUNTS
201641069349300819,160743150,SCHOLARSHIPS AND GRANTS PROVIDED AS FINANCIAL AID TO STUDENTS,SOUTH ASIA,3,54000,APPLIED TO STUDENT ACCOUNTS
201641069349300819,160743150,SCHOLARSHIPS AND GRANTS PROVIDED AS FINANCIAL AID TO STUDENTS,SUB-SAHARAN AFRICA,3,69088,APPLIED TO STUDENT ACCOUNTS
201601039349300320,250965376,SCHOLARSHIPS,EUROPE (INCLUDING ICELAND & GREENLAND) -,37,238509,POSTING TO STUDENT'S ACCOUNT,N/A,N/A
201601039349300320,250965376,SCHOLARSHIPS,EAST ASIA AND THE PACIFIC -,2,11125,POSTING TO STUDENT'S ACCOUNT,N/A,N/A
201601039349300320,250965376,SCHOLARSHIPS,CENTRAL AMERICA AND THE CARIBBEAN -,1,9000,POSTING TO STUDENT'S ACCOUNT,N/A,N/A
201601039349300320,250965376,SCHOLARSHIPS,"SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA, FASO,",1,6000,POSTING TO STUDENT'S ACCOUNT,N/A,N/A
201601039349300320,250965376,SCHOLARSHIPS,"SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,",1,8000,POSTING TO STUDENT'S ACCOUNT,N/A,N/A
201601039349300320,250965376,SCHOLARSHIPS,SOUTH ASIA,1,7025,POSTING TO STUDENT'S ACCOUNT,N/A,N/A
201610979349300026,250981156,STUDY ABROAD GRANTS AND SCHOLARSHIPS,EUROPE (INCLUDING ICELAND AND GREENLAND),5,28557,CREDIT TO STUDENTS' ACCOUNT FOR FINANCIAL AID,0,N/A,N/A
201601309349300340,231352294,International Scholarships,Central America and the Caribbean,3,26000,Direct Pay,N/A,N/A
201601309349300340,231352294,International Scholarships,East Asia and the Pacific,12,58750,Direct Pay,N/A,N/A
201601309349300340,231352294,International Scholarships,Europe (Including Iceland and Greenland),8,143090,Direct Pay,N/A,N/A
201601309349300340,231352294,International Scholarships,Middle East and North Africa,12,78500,Direct Pay,N/A,N/A
201601309349300340,231352294,International Scholarships,North America,3,27500,Direct Pay,N/A,N/A
201601309349300340,231352294,International Scholarships,Russia,4,75435,Direct Pay,N/A,N/A
201601309349300340,231352294,International Scholarships,South America,6,101250,Direct Pay,N/A,N/A
201601309349300340,231352294,International Scholarships,South Asia,6,52680,Direct Pay,N/A,N/A
201601309349300340,231352294,International Scholarships,Sub-Saharan Africa,6,83610,Direct Pay,N/A,N/A
201601309349300340,231352294,Faculty Travel for Prog Exp,East Asia and the Pacific,37,49731,CK/DD,N/A,N/A
201601309349300340,231352294,Faculty Travel for Prog Exp,Europe (Including Iceland and Greenland),91,104048,CK/DD,N/A,N/A
201601309349300340,231352294,Faculty Travel for Prog Exp,North America,8,5140,CK/DD,N/A,N/A
201601309349300340,231352294,Faculty Travel for Prog Exp,South America,21,16874,CK/DD,N/A,N/A
201601309349300340,231352294,Faculty Travel for Prog Exp,Sub-Saharan Africa,1,2251,CK/DD,N/A,N/A
201621319349302532,237421224,GRANTS TO INDIVIDUALS,"NORTH AMERICA - CANADA AND MEXICO, BUT BUT NOT THE UNITED STATES",29,60424,SCHOLARSHIP,N/A,FMV
201601049349300015,381619831,FINANCIAL AID,East Asia and the Pacific,1,5000,TUITION DICOUNT,Book
201601049349300015,381619831,FINANCIAL AID,Sub-Saharan Africa,3,24856,TUITION DISCOUNT,Book
201601049349300015,381619831,FINANCIAL AID,Europe including Iceland and Greenland,4,20000,TUITION DISCOUNT,Book
201601049349300015,381619831,FINANCIAL AID,South America,1,5000,TUITION DISCOUNT,Book
201601049349300015,381619831,FINANCIAL AID,North America Not the United States,12,51250,TUITION DISCOUNT,Book
201620969349300137,362167048,Scholarships for Students,Sub-Saharan Africa,16,28751,credit,N/A,N/A
201641199349300809,030179424,SCHOLARSHIPS,EAST ASIA & THE PACIFIC,16,68500,TUITION SCHOLARSHIP
201641199349300809,030179424,SCHOLARSHIPS,EUROPE,26,50000,TUITION SCHOLARSHIP
201641199349300809,030179424,SCHOLARSHIPS,SOUTH AMERICA,2,4400,TUITION SCHOLARSHIP
201601329349300040,046130872,TUITION&LIVING EXPENSES,Central America and the Caribbean,15,163024,CRED.TO ACCT,FMV
201601329349300040,046130872,TUITION&LIVING EXPENSES,East Asia and the Pacific,12,44680,CRED.TO ACCT,FMV
201601329349300040,046130872,TUITION&LIVING EXPENSES,Europe (Including Iceland and Greenland),36,396473,CRED.TO ACCT,FMV
201601329349300040,046130872,TUITION&LIVING EXPENSES,Middle East and North Africa,3,9300,CRED.TO ACCT,FMV
201601329349300040,046130872,TUITION&LIVING EXPENSES,North America,4,31660,CRED.TO ACCT,FMV
201601329349300040,046130872,TUITION&LIVING EXPENSES,Russia and the Newly Independent States,1,4686,CRED.TO ACCT,FMV
201601329349300040,046130872,TUITION&LIVING EXPENSES,South America,6,13440,CRED.TO ACCT,FMV
201601329349300040,046130872,TUITION&LIVING EXPENSES,South Asia,3,10413,CRED.TO ACCT,FMV
201601329349300040,046130872,TUITION&LIVING EXPENSES,Sub-Saharan Africa,3,11895,CRED.TO ACCT
201611049349300611,590637903,SCHOLARSHIP FOR PEACE GRANT PROGRAM,EUROPE (INCLUDING ICELAND & GREENLAND),1,10000,CHECK
201610909349300011,410693979,Merit-Based Aid,C America & Carrib,5,24000,Credit on Acct
201610909349300011,410693979,Merit-Based Aid,East Asia & the Pacific,23,95000,Credit on Acct
201610909349300011,410693979,Merit-Based Aid,Europe,64,318000,Credit on Acct
201610909349300011,410693979,Merit-Based Aid,Middle East & N. Afr,10,50000,Credit on Acct
201610909349300011,410693979,Merit-Based Aid,Russia & New States,6,31000,Credit on Acct
201610909349300011,410693979,Merit-Based Aid,South America,3,14000,Credit on Acct
201610909349300011,410693979,Merit-Based Aid,South Asia,5,24000,Credit on Acct
201610909349300011,410693979,Merit-Based Aid,Sub-Saharan Africa,12,57000,Credit on Acct
201610909349300011,410693979,Need-Based Aid,C America & Carrib,13,42000,Credit on Acct
201610909349300011,410693979,Need-Based Aid,East Asia & the Pacific,26,117000,Credit on Acct
201610909349300011,410693979,Need-Based Aid,Europe,161,677000,Credit on Acct
201610909349300011,410693979,Need-Based Aid,Middle East & N. Africa,27,88000,Credit on Acct
201610909349300011,410693979,Need-Based Aid,Russia & New States,11,38000,Credit on Acct
201610909349300011,410693979,Need-Based Aid,South America,3,13000,Credit on Acct
201610909349300011,410693979,Need-Based Aid,South Asia,20,84000,Credit on Acct
201610909349300011,410693979,Need-Based Aid,Sub-Saharan Africa,30,106000,Credit on Acct
201610909349300011,410693979,Tuition Waivers,Middle East & N. Afr,1,9000,Credit on Acct
201610909349300011,410693979,Tuition Waviers,Europe,2,33000,Credit on Acct
201610909349300011,410693979,Tuition Waviers,Sub-Saharan Africa,1,11000,Credit on Acct
201610889349300031,540505977,SCHOLARSHIP,Central America and the Caribbean,4,234282,SCHOLARSHIP,BOOK
201610889349300031,540505977,SCHOLARSHIP,East Asia and the Pacific,19,791908,SCHOLARSHIP,BOOK
201610889349300031,540505977,SCHOLARSHIP,Europe (Including Iceland and Greenland),6,307635,SCHOLARSHIP,BOOK
201610889349300031,540505977,SCHOLARSHIP,Middle East and North Africa,5,285844,SCHOLARSHIP,BOOK
201610889349300031,540505977,SCHOLARSHIP,North America,3,168200,SCHOLARSHIP,BOOK
201610889349300031,540505977,SCHOLARSHIP,Russia and the Newly Independent States,2,102391,SCHOLARSHIP,BOOK
201610889349300031,540505977,SCHOLARSHIP,South America,9,383146,SCHOLARSHIP,BOOK
201610889349300031,540505977,SCHOLARSHIP,South Asia,5,299478,SCHOLARSHIP,BOOK
201610889349300031,540505977,SCHOLARSHIP,Sub-Saharan Africa,10,626099,SCHOLARSHIP,BOOK
201611329349302791,131628206,SCHOLARSHIP,Central America and the Caribbean,4,24000,credited
201611329349302791,131628206,SCHOLARSHIP,East Asia and the Pacific,3,11989,credited
201611329349302791,131628206,SCHOLARSHIP,Europe (Including Iceland and Greenland),6,32500,credited
201611329349302791,131628206,SCHOLARSHIP,Middle East and North Africa,1,5000,credited
201611329349302791,131628206,SCHOLARSHIP,North America,7,68403,credited
201611329349302791,131628206,SCHOLARSHIP,South Asia,1,3600,credited
201640439349301969,370673513,SCHOLARSHIPS,East Asia and the Pacific,65,1118773,CREDIT TO STUDENT ACCOUNT,0
201640439349301969,370673513,SCHOLARSHIPS,Europe (including Iceland and Greenland),12,244573,CREDIT TO STUDENT ACCOUNT,0
201640439349301969,370673513,SCHOLARSHIPS,"North America (including Canada and Mexico, but not the United States)",10,294328,CREDIT TO STUDENT ACCOUNT,0
201640439349301969,370673513,SCHOLARSHIP,South America,10,244499,CREDIT TO STUDENT ACCOUNT,0
201640439349301969,370673513,SCHOLARSHIPS,South Asia,35,768649,CREDIT TO STUDENT ACCOUNT,0
201640439349301969,370673513,SCHOLARSHIPS,Sub-Saharan Africa,24,524632,CREDIT TO STUDENT ACCOUNT,0
201630959349300323,520591661,EDUCATIONAL,Central America and the Caribbean,2,30425,TUITION DISC,FMV
201630959349300323,520591661,EDUCATIONAL,East Asia and the Pacific,201,1949563,TUITION DISC,FMV
201630959349300323,520591661,EDUCATIONAL,Europe (Including Iceland and Greenland),18,241625,TUITION DISC,FMV
201630959349300323,520591661,EDUCATIONAL,Middle East and North Africa,8,133575,TUITION DISC,FMV
201630959349300323,520591661,EDUCATIONAL,North America,19,242850,TUITION DISC,FMV
201630959349300323,520591661,EDUCATIONAL,South America,7,122800,TUITION DISC,FMV
201630959349300323,520591661,EDUCATIONAL,South Asia,6,51700,TUITION DISC,FMV
201630959349300323,520591661,EDUCATIONAL,Sub-Saharan Africa,2,15500,TUITION DISC,FMV
201641059349300439,741161940,"FINANCIAL AID LOANS, GRANTS OR SCHOLARSHIPS",EAST ASIA AND THE PACIFIC,68,158122,APPLY AGAINST STUDENT ACCOUNT CHARGES
201641059349300439,741161940,"FINANCIAL AID LOANS, GRANTS OR SCHOLARSHIPS",EUROPE (INCLUDING ICELAND & GREENLAND),2,15804,APPLY AGAINST STUDENT ACCOUNT CHARGES
201641059349300439,741161940,"FINANCIAL AID LOANS, GRANTS OR SCHOLARSHIPS",MIDDLE EAST AND NORTH AFRICA,1,1000,APPLY AGAINST STUDENT ACCOUNT CHARGES
201641059349300439,741161940,"FINANCIAL AID LOANS, GRANTS OR SCHOLARSHIPS",NORTH AMERICA,5,60190,APPLY AGAINST STUDENT ACCOUNT CHARGES
201641059349300439,741161940,"FINANCIAL AID LOANS, GRANTS OR SCHOLARSHIPS",RUSSIA AND NEIGHBORING STATES,2,4000,APPLY AGAINST STUDENT ACCOUNT CHARGES
201641059349300439,741161940,"FINANCIAL AID LOANS, GRANTS OR SCHOLARSHIPS",SOUTH AMERICA,1,2000,APPLY AGAINST STUDENT ACCOUNT CHARGES
201641059349300439,741161940,"FINANCIAL AID LOANS, GRANTS OR SCHOLARSHIPS",SOUTH ASIA,281,482489,APPLY AGAINST STUDENT ACCOUNT CHARGES
201641059349300439,741161940,"FINANCIAL AID LOANS, GRANTS OR SCHOLARSHIPS",SUB-SAHARAN AFRICA,6,14370,APPLY AGAINST STUDENT ACCOUNT CHARGES
201601339349304945,150532200,Grantmaking,Sub-Saharan Africa,13,754642
201601339349304945,150532200,Grantmaking,East Asia and the Pacific,13,483719
